"MINSAN";"DESCRIZIONE";"PP*1000";"CATEGORIA";"GIAC";"IVA";"P.P."
"939372809    ";"DICOTUSS 100ML                ";15500;"Integratori alimentari";2;10;0,00
"933426999    ";"DICOTUSS BABY 100ML           ";15500;"Prodotti sanitari             ";1;22;0,00
"931608501    ";"DICOVIT D 45PRL               ";13500;"Integratori alimentari";1;10;0,00
"931608552    ";"DICOVIT DK 45PRL              ";13500;"Integratori alimentari";2;10;0,00
"934299773    ";"DIFENSIL IMMUNO 150ML         ";18000;"Integratori alimentari";2;10;0,00
"905345334    ";"DIFESAN COMPRESSE VAGINALI 7PZ";21000;"Prod.per igiene int.uso inter.";2;22;0,00
"902653993    ";"DIGENZYM AB 60CPR             ";19900;"Integratori alimentari";2;10;0,00
"902670215    ";"DIGNITY SAG SUPER GR 30PZ     ";24700;"Ausili sanitari               ";1;22;0,00
"904351792    ";"DIGNITY SALVALETTO 60X90 30PZ ";18800;"Ausili sanitari               ";2;22;0,00
"932730702    ";"DIKIROGEN 30BUST              ";35000;"Integratori alimentari";1;10;0,00
"904094758    ";"DITREOL 30CPS SOFTGEL         ";18900;"Integratori alimentari";1;10;0,00
"905304921    ";"DITREOL KAPPA 20CPS SOFTGEL   ";16800;"Integratori alimentari";6;10;0,00
"932519352    ";"DITREVIT FORTE 15ML NF        ";14200;"Integratori alimentari";2;10;0,00
"932519349    ";"DITREVIT FORTE K50 15ML NF    ";14700;"Integratori alimentari";2;10;0,00
"900190897    ";"DIUR MECH 500ML               ";22000;"Erboristeria salut. preconf.  ";4;10;0,00
"933914057    ";"DK FAST 30CPR ORODISP         ";21500;"Integratori alimentari";1;10;0,00
"924927611    ";"DOLCI CHE PASSIONE TRUDI BOOKS";11900;"Parafarmaci";3;22;0,00
"939037382    ";"DOLIVA OLIFTING ANTIRUGHE 50ML";16500;"Prodotti viso, trattamento    ";1;22;0,00
"932088356    ";"DOLOMIR GOLA SPRAY 20ML       ";13400;"Prodotti sanitari             ";9;22;0,00
"932088343    ";"DOLOMIR OTO GOCCE AURIC 15ML  ";14800;"Prodotti sanitari             ";4;22;0,00
"924211547    ";"DONNA LIFE 30NATURACAPS RETARD";19500;"Integratori alimentari";1;10;0,00
"937450031    ";"DONNAMAG MENOPAUSA 30CPR EFFER";19800;"Integratori alimentari";2;10;0,00
"937450029    ";"DONNAMAG PREMESTRUALE 15CPR EF";13500;"Integratori alimentari";1;10;0,00
"926512106    ";"DR BROWN'S BIB WN 240 ML BLUE ";11900;"Parafarmaci";4;22;0,00
"926512070    ";"DR BROWN'S BIB WN 240 ML PINK ";11900;"Parafarmaci";4;22;0,00
"926512120    ";"DR BROWN'S BIB WN 240 ML VIOLA";11900;"Parafarmaci";4;22;0,00
"922260359    ";"DR BROWN'S BIBERON ST 60 ML   ";8900;"Parafarmaci";3;22;0,00
"922260334    ";"DR BROWN'S BIBERON VETRO 125ML";12900;"Parafarmaci";2;22;0,00
"922260346    ";"DR BROWN'S BIBERON VETRO 250ML";13900;"Parafarmaci";3;22;0,00
"922260361    ";"DR BROWN'S BIBERON WN 120 ML  ";10900;"Parafarmaci";2;22;0,00
"922260373    ";"DR BROWN'S BIBERON WN 240 ML  ";11900;"Parafarmaci";4;22;0,00
"922260548    ";"DR BROWN'S CIUCCIO PERFORM L1 ";7900;"Parafarmaci";1;22;0,00
"922260551    ";"DR BROWN'S CIUCCIO PERFORM L2 ";7900;"Parafarmaci";6;22;0,00
"922260563    ";"DR BROWN'S CIUCCIO PERFORM L3 ";7900;"Parafarmaci";3;22;0,00
"926512195    ";"DR BROWN'S CIUCCIO PREVENT L1 ";10500;"Parafarmaci";2;22;0,00
"926512233    ";"DR BROWN'S CIUCCIO PREVENT L2 ";10500;"Parafarmaci";2;22;0,00
"926512258    ";"DR BROWN'S CIUCCIO PREVENT L3 ";10500;"Parafarmaci";2;22;0,00
"922260500    ";"DR BROWN'S KIT INTER WN 240ML ";3900;"Parafarmaci";2;22;0,00
"922260512    ";"DR BROWN'S SCOVOLINO BIBERON  ";7000;"Parafarmaci";2;22;0,00
"922260498    ";"DR BROWN'S SCOVOLINO INT 4P   ";3450;"Parafarmaci";3;22;0,00
"922260536    ";"DR BROWN'S TAZZA BEC DUR 270ML";8900;"Parafarmaci";4;22;0,00
"926524606    ";"DR BROWN'S TAZZA CAN 270ML BG ";9900;"Parafarmaci";3;22;0,00
"926524594    ";"DR BROWN'S TAZZA CAN 270ML P  ";9900;"Parafarmaci";3;22;0,00
"922260397    ";"DR BROWN'S TETTARELLA ST L1 2P";5800;"Parafarmaci";1;22;0,00
"922260409    ";"DR BROWN'S TETTARELLA ST L2 2P";5800;"Parafarmaci";2;22;0,00
"922260411    ";"DR BROWN'S TETTARELLA ST L3 2P";5800;"Parafarmaci";2;22;0,00
"922260423    ";"DR BROWN'S TETTARELLA ST L4 2P";5800;"Parafarmaci";3;22;0,00
"922260435    ";"DR BROWN'S TETTARELLA ST Y 2P ";5800;"Parafarmaci";2;22;0,00
"922260447    ";"DR BROWN'S TETTARELLA WN L1 2P";6800;"Parafarmaci";5;22;0,00
"922260450    ";"DR BROWN'S TETTARELLA WN L2 2P";6800;"Parafarmaci";6;22;0,00
"922260462    ";"DR BROWN'S TETTARELLA WN L3 2P";6800;"Parafarmaci";11;22;0,00
"922260474    ";"DR BROWN'S TETTARELLA WN L4 2P";6800;"Parafarmaci";5;22;0,00
"922260486    ";"DR BROWN'S TETTARELLA WN Y 2P ";6800;"Parafarmaci";8;22;0,00
"939218588    ";"DRENACOMPLEX 20CPS 600MG      ";14800;"Integratori alimentari";2;10;0,00
"933745008    ";"DRENACT ANANAS 300ML          ";14900;"Integratori alimentari";1;10;0,00
"933745022    ";"DRENACT MIRTILLO 300ML        ";14900;"Integratori alimentari";2;10;0,00
"933745034    ";"DRENACT THE VERDE 300ML       ";14900;"Integratori alimentari";3;10;0,00
"908872219    ";"DROPMED AUTOADES 10X8 5PZ     ";6250;"Prodotti sanitari             ";2;22;0,00
"931999763    ";"DUCCIO STERILIZZACIUCCIO BL V2";22200;"Parafarmaci";1;22;0,00
"908546652    ";"DUE SCUDI INDURENTE UN        ";4600;"Prodotti per il corpo         ";1;22;0,00
"925819447    ";"DUKAN EXPERT CRUSCA AVENA BIO ";4800;"Integratori alimentari";1;4;0,00
"931229708    ";"DUOCIST 10BUST+10CPS          ";14800;"Integratori alimentari";1;10;0,00
"912380084    ";"DUREX LOVE 6PZ                ";8000;"Ausili sanitari               ";2;22;0,00
"912752060    ";"DUREX O 15ML                  ";15000;"Parafarmaci";1;22;0,00
"912380161    ";"DUREX SETTEBELLO CLASS 3PZ    ";5000;"Ausili sanitari               ";2;22;0,00
"912380146    ";"DUREX SETTEBELLO CLASSICO 12PZ";13500;"Prodotti sanitari             ";2;22;0,00
"913500551    ";"DUREX TOP GEL FRESH 50ML 09   ";9900;"Parafarmaci";1;22;0,00
"913500563    ";"DUREX TOP GEL VERY CHERRY 50ML";9900;"Parafarmaci";1;22;0,00
"923539290    ";"E-NOVUS KIT SMOKE NO SMOKE    ";49900;"Parafarmaci";5;22;0,00
"934012941    ";"EAM LATTE SOLARE FP 50+ 150ML ";17500;"Prodotti solari               ";3;22;0,00
"934013119    ";"EAM SPRAY SOLARE FP 50 200ML  ";18900;"Prodotti solari               ";3;22;0,00
"938852516    ";"EARPLUG SCUDO AQUASPORT AD 2PZ";4650;"Prodotti sanitari             ";1;22;0,00
"905713982    ";"EASYQUICK MANICURE/PED RIC    ";69000;"Prodotti per le mani          ";1;22;0,00
"931810004    ";"EB ACQ PROFUMO FIORI VAN 125ML";6600;"Prodotti per il corpo         ";6;22;0,00
"931809964    ";"EB BAGNO CREMA FIORI VAN 250ML";6600;"Prodotti igiene del corpo     ";3;22;0,00
"931809988    ";"EB LATTE CORPO FIORI VAN 200ML";7200;"Prodotti per il corpo         ";6;22;0,00
"801553660    ";"EBEL GTT ORALI S/ALCOL 30ML   ";10700;"Prodotti omeopatici           ";1;10;0,00
"908375850    ";"ECOTONIC INTEGRAT 10FL        ";19500;"Integratori alimentari";1;10;0,00
"932220852    ";"ECTOAL 10ML                   ";17000;"Prodotti sanitari             ";1;22;0,00
"930000373    ";"EDENORM 5% SOL OFTALMICA LUBR ";14500;"Prodotti sanitari             ";1;22;0,00
"913229187    ";"EFFACLAR GEL MOUSSANT 200ML   ";15500;"Prodotti viso/deterg./struc.  ";2;22;0,00
"920187628    ";"EFFACLAR GEL MOUSSANT 400ML   ";20100;"Prodotti viso, trattamento    ";2;22;0,00
"912274255    ";"EFFACLAR H SOIN HYDRATANT 40ML";15500;"Prodotti viso, trattamento    ";1;22;0,00
"908416910    ";"EFFEBI DITALI GOMMA TRASP 1   ";1600;"Prodotti sanitari             ";1;22;0,00
"908416922    ";"EFFEBI DITALI GOMMA TRASP 2   ";1600;"Prodotti sanitari             ";1;22;0,00
"908416934    ";"EFFEBI DITALI GOMMA TRASP 3   ";1600;"Prodotti sanitari             ";1;22;0,00
"908416946    ";"EFFEBI DITALI GOMMA TRASP 4   ";1600;"Prodotti sanitari             ";1;22;0,00
"908416959    ";"EFFEBI DITALI GOMMA TRASP 5   ";1600;"Prodotti sanitari             ";1;22;0,00
"908416961    ";"EFFEBI DITALI GOMMA TRASP POL1";1600;"Prodotti sanitari             ";1;22;0,00
"908416973    ";"EFFEBI DITALI GOMMA TRASP POL2";1600;"Prodotti sanitari             ";1;22;0,00
"908416985    ";"EFFEBI DITALI GOMMA TRASP POL3";1600;"Prodotti sanitari             ";1;22;0,00
"908416997    ";"EFFEBI DITALI GOMMA TRASP POL4";1600;"Prodotti sanitari             ";1;22;0,00
"908417239    ";"EFFEBI DITALI GOMMA TRASP POL5";1600;"Prodotti sanitari             ";4;22;0,00
"901995858    ";"EFFERDENT VASC PORTAPROTESI   ";4900;"Materiale per protesi         ";1;22;0,00
"902574553    ";"ELADREN EMULSIONE 200ML       ";15000;"Prodotti per il corpo         ";1;22;0,00
"904368673    ";"ELAGENO BIOGEL INTIMO CICATRIZ";22500;"Prodotti per il corpo         ";1;22;0,00
"906791633    ";"ELASTOVEN CREMA ELASTIC CAPILL";18000;"Prodotti per il corpo         ";1;22;0,00
"908051865    ";"ELEUTEROCOCCO ARKOCAPSULE 45CP";11700;"Erboristeria salut. preconf.  ";2;10;0,00
"920965845    ";"ELICINA CREMA BAVA LUMACA 40G ";42000;"Prodotti per il corpo         ";1;22;0,00
"902538507    ";"ELICRYSO DETERGENTE INT 200ML ";8900;"Prodotti igiene del corpo     ";1;22;0,00
"932043197    ";"ELISIR AMBROSIANO 60ML        ";3500;"Integratori alimentari";21;22;0,00
"932043211    ";"ELISIR DEPURATIVO AMBROSI80CPR";9800;"Integratori alimentari";12;10;0,00
"931608196    ";"ELMEX BIMBI DENTIFRICIO 50ML  ";3850;"Prodotti igiene dentale       ";1;22;0,00
"901124774    ";"ELMEX PROTEZIONE CARIE STAND75";4250;"Prodotti igiene dentale       ";1;22;0,00
"901124798    ";"ELMEX SENSITIVE PLUS 75ML     ";4750;"Prodotti igiene dentale       ";3;22;0,00
"904909835    ";"ELMEX SENSITIVE PLUS M/MORB   ";4400;"Prodotti igiene dentale       ";2;22;0,00
"924268788    ";"ELMEX SENSITIVE PROFESS COLLUT";8250;"Prodotti igiene dentale       ";1;22;0,00
"931925109    ";"ELMEX SENSITIVE PROFESS DENTIF";5150;"Prodotti igiene dentale       ";3;22;0,00
"902649298    ";"EMATONIL PLUS EMULSIONE GEL 50";9750;"Erboristeria salut. preconf.  ";1;22;0,00
"902697679    ";"EMOFIX UNG BARRI EMOST 30G    ";10500;"Ausili sanitari               ";1;22;0,00
"900711894    ";"EMOFORM ACTISENS DENTIF 75ML  ";4300;"Prodotti igiene dentale       ";3;22;0,00
"930626585    ";"EMOFORM TAT COLLUTORIO 300ML  ";5700;"Prodotti igiene dentale       ";2;22;0,00
"930204894    ";"ENASON MELISSA MELATONINA 30ML";12500;"Integratori alimentari";1;10;0,00
"923509246    ";"ENDOCARE TENSAGE AMPOLLE 10FX2";53500;"Prodotti viso, trattamento    ";1;22;0,00
"932997911    ";"ENDOMOX 30CPR                 ";26000;"Integratori alimentari";1;10;0,00
"931989432    ";"ENERGYSOHN 12BUST             ";9500;"Integratori alimentari";12;10;0,00
"933305435    ";"ENSURE PLUS BANANA 200ML      ";4000;"Prodotti dietetici            ";6;10;0,00
"930251196    ";"ENSURE PLUS CIOCCOLATO 200ML  ";4000;"Prodotti dietetici            ";3;10;0,00
"933305120    ";"ENSURE PLUS FRAGOLA 200ML     ";4000;"Prodotti dietetici            ";6;10;0,00
"912039385    ";"ENTERELLE 12CPS               ";10000;"Integratori alimentari";1;10;0,00
"901651606    ";"ENTERO 4 10BUST               ";12200;"Integratori alimentari";2;10;0,00
"902417551    ";"ENTEROFILUS MANG SEMPL 12X10ML";17500;"Prodotti zootecnici           ";2;22;0,00
"933006052    ";"ENTEROGERMINA IMMUNO KIDS     ";11900;"Integratori alimentari";2;10;0,00
"907062362    ";"ENTEROLACTIS 20CPS            ";17500;"Integratori alimentari";2;10;0,00
"904015791    ";"ENTEROLACTIS DUO POLV 20BUST  ";18900;"Integratori alimentari";1;10;0,00
"902557824    ";"ENTEROLACTIS PLUS 20CPS       ";18700;"Integratori alimentari";2;10;0,00
"902557812    ";"ENTEROLACTIS PLUS POLV 10BUST ";14700;"Integratori alimentari";2;10;0,00
"907271670    ";"EPA 3 90CPS                   ";21500;"Erboristeria salut. preconf.  ";1;10;0,00
"931123020    ";"EPHIRA CREMA SCHIARENTE 50ML  ";38900;"Prodotti viso, trattamento    ";1;22;0,00
"931123018    ";"EPHIRA PATCH CEROTTO SCHIAR3PZ";26900;"Prodotti viso, trattamento    ";1;22;0,00
"901149714    ";"EPID NASALE SALE MA SPR 20ML  ";8800;"Erboristeria salut. preconf.  ";1;22;0,00
"903289041    ";"EPISTAS POMATA EMOSTATICA 30G ";13100;"Prodotti sanitari             ";1;22;0,00
"912294473    ";"EPITACT CUSCINETTO PLANT L 1PA";27950;"Prodotti sanitari             ";1;22;0,00
"915812248    ";"EPITACT ORTESI CORR AL VALGO M";27950;"Prodotti sanitari             ";1;22;0,00
"915812224    ";"EPITACT ORTESI CORR AL VALGO S";27950;"Prodotti sanitari             ";1;22;0,00
"921829685    ";"EPITACT PROT ALLUCE CONF MINI ";3950;"Parafarmaci";1;22;0,00
"912294422    ";"EPITACT PROT ALLUCE VAL GEL S ";19950;"Parafarmaci";1;22;0,00
"912452719    ";"EPITACT PROT ALLUCE VALGO EPIT";9950;"Parafarmaci";1;22;0,00
"902332333    ";"EPITALOE GTT NAT 10ML         ";10000;"Erboristeria salut. preconf.  ";1;22;0,00
"904006020    ";"ERGYPHILUS PLUS 60CPS         ";20600;"Integratori alimentari";1;10;0,00
"902164425    ";"ERYPLAST LUTSINE PASTA ACQU125";14900;"Prodotti igiene del bambino   ";1;22;0,00
"903187449    ";"ESTROMINERAL 40CPR            ";32500;"Integratori alimentari";1;10;0,00
"903187452    ";"ESTROMINERAL SERENA 40CPR     ";32500;"Integratori alimentari";2;10;0,00
"932521192    ";"EU FIL SUPR SENO/DECOLLETE SIE";42000;"Prodotti per il corpo         ";2;22;0,00
"939284030    ";"EUBRON 20BUST                 ";16800;"Integratori alimentari";1;10;0,00
"938023241    ";"EUCARBON RI 40CPR             ";8900;"Integratori alimentari";1;10;0,00
"905617041    ";"EUCERIN 5% UREA CREMA MANI    ";11500;"Prodotti per le mani          ";2;22;0,00
"931423863    ";"EUCERIN COMPLETE REP 5% U 400 ";25500;"Prodotti per uomo             ";1;22;0,00
"904426931    ";"EUCERIN PH5 EMULSIONE IDRAT   ";16500;"Prodotti per il corpo         ";1;22;0,00
"901674073    ";"EUCERIN PH5 MANI CREMA 75ML   ";10100;"Prodotti per le mani          ";2;22;0,00
"905616710    ";"EUCERIN UREA 10% CREMA PIEDI  ";14000;"Prodotti per il corpo         ";1;22;0,00
"904264126    ";"EUCLOINTIMA 200ML+RIC 200ML   ";7900;"Prodotti igiene del corpo     ";1;22;0,00
"930480621    ";"EUCOLIN GOCCE 30ML            ";15000;"Integratori alimentari";1;10;0,00
"903705919    ";"EUDREN CREMA 200ML            ";28000;"Prodotti per il corpo         ";1;22;0,00
"904705213    ";"EUFORTYN 10FL 15ML            ";17900;"Integratori alimentari";1;10;0,00
"906175827    ";"EUMILL GOCCE OCULARI 10FL0,5ML";9000;"Parafarmaci";2;22;0,00
"934482377    ";"EUPH BC GEL RASATURA          ";8500;"Prodotti per uomo             ";2;22;0,00
"934436724    ";"EUPH BC PROFUMO UOMO CUOIO    ";30000;"Prodotti per il corpo         ";1;22;0,00
"934436609    ";"EUPH BEAUTY CASE UOMO         ";24900;"Parafarmaci";4;22;0,00
"934022171    ";"EUPH BODYSLIM CR RASS 200ML   ";24500;"Prodotti per il corpo         ";6;22;0,00
"934012939    ";"EUPH BODYSLIM CR SNELL 200ML  ";24500;"Prodotti per il corpo         ";6;22;0,00
"934488230    ";"EUPH FLOWER EXPERIENCE        ";16900;"Prodotti igiene del corpo     ";2;22;0,00
"933493393    ";"EUPH JUMBY BALS COLOR LAB 01  ";10900;"Prodotti viso, trucco         ";4;22;0,00
"933493405    ";"EUPH JUMBY BALS COLOR LAB 02  ";10900;"Prodotti viso, trucco         ";5;22;0,00
"933493417    ";"EUPH JUMBY BALS COLOR LAB 03  ";10900;"Prodotti viso, trucco         ";4;22;0,00
"933493429    ";"EUPH JUMBY BALS COLOR LAB 04  ";10900;"Prodotti viso, trucco         ";5;22;0,00
"933493431    ";"EUPH JUMBY BALS COLOR LAB 05  ";10900;"Prodotti viso, trucco         ";4;22;0,00
"933493443    ";"EUPH JUMBY BALS COLOR LAB 06  ";10900;"Prodotti viso, trucco         ";3;22;0,00
"933493456    ";"EUPH JUMBY BALS COLOR LAB 07  ";10900;"Prodotti viso, trucco         ";4;22;0,00
"933493468    ";"EUPH JUMBY BALS COLOR LAB 08  ";10900;"Prodotti viso, trucco         ";5;22;0,00
"933944377    ";"EUPH PHS ANTIOX LEG P NORM50ML";18900;"Prodotti viso, trattamento    ";2;22;0,00
"933944326    ";"EUPH PHS IDRAT LEG MAT P MISTE";18900;"Prodotti viso, trattamento    ";1;22;0,00
"934436573    ";"EUPH SK FATAL BLACK VOL+KAJAL ";16900;"Parafarmaci";1;22;0,00
"901553507    ";"EUPH SR CONT OCCHI RIVIT 30ML ";23500;"Prodotti viso, trattamento    ";1;22;0,00
"903204131    ";"EUPH SR CR RIDENS RICOMPATTA40";26500;"Prodotti viso, trattamento    ";3;22;0,00
"903204156    ";"EUPH SR CREMA RIDENS TONIF 40M";26500;"Prodotti viso, trattamento    ";3;22;0,00
"901553483    ";"EUPH SR CREMA RIVITALIZZANTE40";24000;"Prodotti viso, trattamento    ";3;22;0,00
"901553495    ";"EUPH SR FLUIDO RIVIT 30ML     ";23500;"Prodotti viso, trattamento    ";3;22;0,00
"902722281    ";"EUPH SR SERUM TENSORE 30ML    ";28000;"Prodotti viso, trattamento    ";3;22;0,00
"930261134    ";"EUPHIDRA ABBINATA MANI ALOE2PZ";5500;"Prodotti per le mani          ";9;22;0,00
"932717236    ";"EUPHIDRA AMIDOMIO ACQ COLONIA ";14900;"Prodotti igiene del bambino   ";6;22;0,00
"907018687    ";"EUPHIDRA AMIDOMIO AMIDO RIS250";6900;"Prodotti igiene del bambino   ";1;22;0,00
"906780539    ";"EUPHIDRA AMIDOMIO BAGNO CR 400";8600;"Prodotti igiene del corpo     ";3;22;0,00
"905332779    ";"EUPHIDRA AMIDOMIO BAGNO OLI200";10700;"Prodotti igiene del corpo     ";2;22;0,00
"932717263    ";"EUPHIDRA AMIDOMIO BALS ULTRAD ";6600;"Prodotti capelli e cuoio cap. ";6;22;0,00
"931972766    ";"EUPHIDRA AMIDOMIO BAMBINI VIAG";48000;"Prodotti igiene del bambino   ";2;22;0,00
"906780616    ";"EUPHIDRA AMIDOMIO BB SH 200ML ";6600;"Prodotti capelli e cuoio cap. ";2;22;0,00
"933306197    ";"EUPHIDRA AMIDOMIO BIMBO BOX   ";18900;"Prodotti igiene del bambino   ";3;22;0,00
"939016731    ";"EUPHIDRA AMIDOMIO BURRO CRP100";15900;"Prodotti per il corpo         ";5;22;0,00
"939016806    ";"EUPHIDRA AMIDOMIO CR CRP 250ML";12900;"Prodotti per il corpo         ";6;22;0,00
"903055109    ";"EUPHIDRA AMIDOMIO CR IDRAT 50M";9200;"Prodotti viso, trattamento    ";2;22;0,00
"906780655    ";"EUPHIDRA AMIDOMIO CR PROT 50ML";7500;"Prodotti igiene del bambino   ";5;22;0,00
"906780681    ";"EUPHIDRA AMIDOMIO DENTIF FRA50";3900;"Prodotti igiene dentale       ";2;22;0,00
"931051700    ";"EUPHIDRA AMIDOMIO DERMO DOCCIA";5900;"Prodotti igiene del corpo     ";4;22;0,00
"904456480    ";"EUPHIDRA AMIDOMIO DERMOCR100ML";10900;"Prodotti per il corpo         ";3;22;0,00
"931051698    ";"EUPHIDRA AMIDOMIO DERMODET 0/5";8600;"Prodotti igiene del bambino   ";1;22;0,00
"906832237    ";"EUPHIDRA AMIDOMIO DET S/SAP200";6900;"Prodotti igiene del bambino   ";3;22;0,00
"905332755    ";"EUPHIDRA AMIDOMIO DOCC OLIO200";10050;"Prodotti igiene del corpo     ";5;22;0,00
"906832567    ";"EUPHIDRA AMIDOMIO EMULS IDR200";8200;"Prodotti per il corpo         ";5;22;0,00
"904456466    ";"EUPHIDRA AMIDOMIO FISIOCLEA200";8200;"Prodotti viso/deterg./struc.  ";6;22;0,00
"906780705    ";"EUPHIDRA AMIDOMIO GEL GENG15ML";6500;"Prodotti igiene dentale       ";5;22;0,00
"906832439    ";"EUPHIDRA AMIDOMIO GEL POLV50ML";6800;"Prodotti per il corpo         ";4;22;0,00
"930581879    ";"EUPHIDRA AMIDOMIO LAT FP30 200";18900;"Prodotti solari               ";2;22;0,00
"906780642    ";"EUPHIDRA AMIDOMIO LATTE DET200";7900;"Prodotti igiene del bambino   ";3;22;0,00
"904456478    ";"EUPHIDRA AMIDOMIO LENIT 100ML ";10900;"Prodotti per il corpo         ";4;22;0,00
"906780667    ";"EUPHIDRA AMIDOMIO OLIO CRP 200";10200;"Prodotti per il corpo         ";4;22;0,00
"906780527    ";"EUPHIDRA AMIDOMIO PAS BARR 150";8900;"Prodotti igiene del bambino   ";1;22;0,00
"906780679    ";"EUPHIDRA AMIDOMIO POLV FINI100";4900;"Prodotti per il corpo         ";4;22;0,00
"906780541    ";"EUPHIDRA AMIDOMIO RINFR 125G  ";5500;"Prodotti igiene del corpo     ";6;22;0,00
"938914114    ";"EUPHIDRA AMIDOMIO SALV UMID72 ";4200;"Prodotti igiene del corpo     ";8;22;0,00
"932717251    ";"EUPHIDRA AMIDOMIO SH BALSAMO  ";6600;"Prodotti capelli e cuoio cap. ";3;22;0,00
"905332817    ";"EUPHIDRA AMIDOMIO SH OLIO200ML";9700;"Prodotti capelli e cuoio cap. ";1;22;0,00
"935804500    ";"EUPHIDRA BALS FOR DO 200ML    ";8500;"Prodotti capelli e cuoio cap. ";5;22;0,00
"930860337    ";"EUPHIDRA BC DOC GEL MAND 200ML";5600;"Prodotti igiene del corpo     ";5;22;0,00
"930860301    ";"EUPHIDRA BC DOC GEL MIMOS200ML";5600;"Prodotti igiene del corpo     ";9;22;0,00
"930860325    ";"EUPHIDRA BC DOC GEL NARC 200ML";5600;"Prodotti igiene del corpo     ";7;22;0,00
"930860299    ";"EUPHIDRA BC DOC GEL YLANG200ML";5600;"Prodotti igiene del corpo     ";2;22;0,00
"930603093    ";"EUPHIDRA BODYSLIM URTO 20F    ";32000;"Prodotti per il corpo         ";4;22;0,00
"933306235    ";"EUPHIDRA COFANETTO FILLER     ";48000;"Prodotti viso, trattamento    ";3;22;0,00
"930261122    ";"EUPHIDRA CR MANI ULTRAPROT 2PZ";3900;"Prodotti per le mani          ";11;22;0,00
"932330564    ";"EUPHIDRA DEO CR ANTITRASP DM  ";11200;"Prodotti sanitari             ";3;22;0,00
"932330588    ";"EUPHIDRA DEO CREMA DELICATO   ";9200;"Prodotti per il corpo         ";3;22;0,00
